Unnamed: 0,Bed_number,Bath_number,Square_foot,Price,Expected Price,Price Percentage Increase,Address,Latitude,Longitude,rank,color
10,6.0,2.0,2200.0,4225.0,5792.227946706158,0.729,"227 Boston Ave , Medford, MA 02155",42.414633550000005,-71.12682095,10,green
186,6.0,3.0,2483.0,4600.0,6238.840300190513,0.737,"94 Monument St, Medford, MA 02155",42.41872065,-71.13416200258237,10,green
78,5.0,2.0,2200.0,4100.0,5127.787019140361,0.799,"23 Forest St , Medford, MA 02155",42.41901415,-71.10886779503551,10,green
195,4.0,1.0,2250.0,3400.0,4202.667095223691,0.809,"17 Stoughton St , Medford, MA 02155",42.415054,-71.12829314999999,10,green
121,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"221 Boston Ave , Medford, MA 02155",42.41470335,-71.12693410132505,10,green
159,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"227 Boston Ave, Medford, MA 02155",42.414633550000005,-71.12682095,10,green
79,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"227 Boston Ave, Medford, MA 02155",42.414633550000005,-71.12682095,10,green
120,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"223 Boston Ave , Medford, MA 02155",42.414771571428574,-71.12686385714287,10,green
95,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"221 Boston Ave , Medford, MA 02155",42.41470335,-71.12693410132505,10,green
122,5.0,2.0,2200.0,4225.0,5127.787019140361,0.823,"229 Boston Ave , Medford, MA 02155",42.4144579,-71.12659230193842,10,green
49,5.0,2.0,1715.0,4000.0,4856.983180672678,0.823,"203 Boston Ave , Medford, MA 02155",42.415137900000005,-71.12762496324635,10,green
58,2.0,1.0,2200.0,2400.0,2845.8673186005835,0.843,"91 Hillsdale Rd , Medford, MA 02155",42.41162187272068,-71.12458788016501,10,green
241,5.0,2.0,2200.0,4345.0,5127.787019140361,0.847,"227 Boston Ave, Medford, MA 02155",42.414633550000005,-71.12682095,10,green
242,5.0,2.0,1999.0,4300.0,5015.556974744475,0.857,"217 Boston Ave , Medford, MA 02155",42.41483,-71.12718724999999,10,green
64,5.0,2.0,1999.0,4300.0,5015.556974744475,0.857,"217 Boston Ave, Medford, MA 02155",42.41483,-71.12718724999999,10,green
246,4.0,3.0,2000.0,4100.0,4640.271323450896,0.883,"231 Spring St , Medford, MA 02155",42.4212858,-71.09150790337797,10,green
269,4.0,3.0,2100.0,4175.0,4696.107166433923,0.889,"40 Alexander Ave , Medford, MA 02155",42.40512435,-71.10595473734057,10,green
84,3.0,1.0,1500.0,2800.0,3119.4573452851887,0.897,"85 Partridge Ave , Somerville, MA 02145",42.39591725,-71.1020005975,10,green
20,4.0,1.5,2235.0,3900.0,4338.59017769743,0.898,"338 Riverside Ave , Medford, MA 02155",42.41182205,-71.09413305000001,10,green
168,4.0,3.0,2000.0,4200.0,4640.271323450896,0.905,"231 Spring St, Medford, MA 02155",42.4212858,-71.09150790337797,10,green
93,3.0,1.0,1200.0,2700.0,2951.9498163361063,0.914,"47 Orchard St , Medford, MA 02155",42.4141451,-71.12298448644859,10,green
125,5.0,4.5,2100.0,5300.0,5793.443470763299,0.914,"476 Fulton St, Medford, MA 02155",42.43545847758269,-71.0965652169319,10,green
315,4.0,3.0,1494.0,4000.0,4357.741957956777,0.917,"512 Medford St, Somerville, MA 02145",42.39647993325364,-71.10384923716275,10,green
196,5.0,2.0,1500.0,4350.0,4736.936118259169,0.918,"349 Salem St, Medford, MA 02155",42.42152055,-71.09624532919997,10,green
39,4.0,2.0,2000.0,4000.0,4351.674405608509,0.919,"74 Windsor Rd , Medford, MA 02155",42.4086194,-71.112238303906,10,green
97,3.0,2.0,1200.0,3000.0,3240.5467341784924,0.925,"98 Edward St , Medford, MA 02155",42.4007134,-71.10316355061667,10,green
235,3.0,1.0,1133.0,2700.0,2914.539801537478,0.926,"47 Orchard St , Medford, MA 02155",42.4141451,-71.12298448644859,10,green
98,4.0,1.5,1800.0,3800.0,4095.704260721261,0.927,"34 Bay State Ave , Somerville, MA 02144",42.399429100000006,-71.11488044103496,10,green
328,4.0,1.5,1800.0,3800.0,4095.704260721261,0.927,"34 Bay State Ave, Somerville, MA 02144",42.399429100000006,-71.11488044103496,10,green
323,3.0,3.0,1150.0,3250.0,3501.2257305293656,0.928,"512 Medford St , Somerville, MA 02145",42.39647993325364,-71.10384923716275,10,green
81,3.0,2.0,1133.0,3000.0,3203.136719379864,0.936,"98 Edward St, Medford, MA 02155",42.4007134,-71.10316355061667,10,green
146,4.0,4.5,3000.0,5300.0,5631.52513004475,0.941,"476 Fulton St , Medford, MA 02155",42.43545847758269,-71.0965652169319,10,green
14,5.0,2.0,1500.0,4500.0,4736.936118259169,0.949,"349 Salem St , Medford, MA 02155",42.42152055,-71.09624532919997,10,green
333,3.0,3.0,1100.0,3300.0,3473.307809037852,0.95,"512 Medford St , Somerville, MA 02145",42.39647993325364,-71.10384923716275,10,green
145,4.0,1.0,1500.0,3600.0,3783.8982728509854,0.951,"10 Pinkham Rd, Medford, MA 02155",42.4143143,-71.12669505,10,green
11,3.0,1.0,2300.0,3400.0,3566.144089149408,0.953,"42 Chipman St , Medford, MA 02155",42.4177206,-71.09073012956344,9,green
87,5.0,2.0,1600.0,4595.0,4792.771961242196,0.958,"68 Winchester St, Medford, MA 02155",42.40086585,-71.11035839686079,9,green
166,5.0,2.0,1600.0,4595.0,4792.771961242196,0.958,"68 Winchester St, Medford, MA 02155",42.40086585,-71.11035839686079,9,green
153,5.0,2.0,1600.0,4595.0,4792.771961242196,0.958,"68 Winchester St, Medford, MA 02155",42.40086585,-71.11035839686079,9,green
221,5.0,2.0,1600.0,4595.0,4792.771961242196,0.958,"88 Winchester St , Medford, MA 02155",42.3999254,-71.10950779633436,9,green
356,4.0,1.0,1800.0,3800.0,3951.405801800068,0.961,"34 Bay State Ave, Somerville, MA 02144",42.399429100000006,-71.11488044103496,9,green
275,5.0,2.0,2500.0,5100.0,5295.294548089443,0.963,"270 Harvard St , Medford, MA 02155",42.40339325,-71.11176451821228,9,green
13,3.0,1.0,1200.0,2850.0,2951.9498163361063,0.965,"7 North St , Medford, MA 02155",42.41685366666667,-71.12419633333333,9,green
165,4.0,2.0,1350.0,3875.0,3988.7414262188304,0.971,"9 Medford St -bed, Medford, MA 02155",,,9,green
299,4.0,1.0,1000.0,3425.0,3504.7190579358485,0.977,"227 Boston Ave , Medford, MA 02155",42.414633550000005,-71.12682095,9,green
136,4.0,2.0,1300.0,3875.0,3960.823504727317,0.978,"11 Medford St , Medford, MA 02155",42.40140105,-71.1064899537148,9,green
135,4.0,2.0,1300.0,3875.0,3960.823504727317,0.978,"9 Medford St , Medford, MA 02155",42.40140105,-71.1064899537148,9,green
137,4.0,2.0,1300.0,3875.0,3960.823504727317,0.978,"13 Medford St , Medford, MA 02155",42.4013022,-71.10642010683563,9,green
4,4.0,1.0,1300.0,3600.0,3672.226586884931,0.98,"50 Lambert St , Medford, MA 02155",42.42356505,-71.09185554999999,9,green
43,3.0,1.0,1000.0,2800.0,2840.278130370052,0.985,"71 Adams St , Medford, MA 02155",42.4104266,-71.12662179539919,9,green
82,3.0,2.0,2100.0,3700.0,3743.069321025739,0.988,"24 Brooks Park, Medford, MA 02155",42.412086900000006,-71.10902381680901,9,green
45,4.0,2.0,1400.0,4000.0,4016.659347710344,0.995,"222 Fellsway W , Medford, MA 02155",42.4246613,-71.09502157426886,9,green
47,4.0,2.0,1400.0,4000.0,4016.659347710344,0.995,"222 Fellsway W , Medford, MA 02155",42.4246613,-71.09502157426886,9,green
46,4.0,2.0,1400.0,4000.0,4016.659347710344,0.995,"222 Fellsway W , Medford, MA 02155",42.4246613,-71.09502157426886,9,green
72,4.0,1.0,1200.0,3600.0,3616.390743901903,0.995,"131 Yale St , Medford, MA 02155",42.40413125,-71.11310470423018,9,green
85,4.0,2.0,1800.0,4225.0,4240.002719642454,0.996,"124 Bonner Ave, Medford, MA 02155",42.40513383644513,-71.10268564698171,9,green
139,4.0,2.0,1800.0,4225.0,4240.002719642454,0.996,"128 Bonner Ave , Medford, MA 02155",42.4052505,-71.10257648182409,9,green
138,4.0,2.0,1800.0,4225.0,4240.002719642454,0.996,"124 Bonner Ave , Medford, MA 02155",42.40513383644513,-71.10268564698171,9,green
162,4.0,2.0,1800.0,4225.0,4240.002719642454,0.996,"124 Bonner Ave , Medford, MA 02155",42.40513383644513,-71.10268564698171,9,green
268,4.0,1.0,1360.0,3695.0,3705.728092674747,0.997,"32 Touro Ave , Medford, MA 02155",42.41676099914465,-71.11518344790011,9,green
148,3.0,1.0,2100.0,3450.0,3454.472403183353,0.998,"7 Greenleaf Ave, Medford, MA 02155",42.41233885,-71.12076424542403,9,green
193,3.0,3.0,2000.0,3975.0,3975.830395885099,0.999,"231 Spring St A, Medford, MA 02155",,,9,green
130,6.0,5.5,2500.0,6975.0,6969.824688103593,1.0,"5 Malvern Terrace , Medford, MA 02155",42.41002335,-71.10747230000001,9,green
205,6.0,5.0,2800.0,7000.0,6993.033758131482,1.0,"18 3rd St, Medford, MA 02155",42.329195166666665,-122.87631083333332,9,green
32,3.0,2.5,1920.0,3800.0,3786.863262577483,1.003,"12 Ship Ave , Medford, MA 02155",42.412673600000005,-71.0987418,9,green
334,2.0,2.0,2000.0,3045.0,3022.7925504769155,1.007,"359 Lowell St , Somerville, MA 02145",42.395947,-71.1038563,9,green
348,3.0,1.0,1235.0,2995.0,2971.492361380166,1.007,"585 Broadway M, Somerville, MA 02145",,,9,green
326,3.0,1.0,1235.0,2995.0,2971.492361380166,1.007,"585 Broadway , Somerville, MA 02145",42.39879745,-71.10813345,9,green
352,3.0,1.0,1235.0,2995.0,2971.492361380166,1.007,"585 Broadway -bed SOMER, Somerville, MA 02145",,,9,green
340,3.0,1.0,1235.0,2995.0,2971.492361380166,1.007,"585 Broadway , Somerville, MA 02145",42.39879745,-71.10813345,9,green
90,3.0,1.0,1200.0,2999.0,2951.9498163361063,1.015,"115 Bartlett St , Somerville, MA 02145",42.39549875,-71.10046628767039,8,green
113,3.0,1.0,1200.0,3000.0,2951.9498163361063,1.016,"43 Orchard St, Medford, MA 02155",42.41398135,-71.12269475,8,green
34,2.0,2.0,1154.0,2600.0,2550.421318840503,1.019,"56 Bower St , Medford, MA 02155",42.41926255,-71.13115355486877,8,green
301,5.0,3.0,2500.0,5700.0,5583.89146593183,1.02,"11 Winter Hill Rd, Medford, MA 02155",42.39886923524611,-71.10612937833643,8,green
308,3.0,1.0,1000.0,2900.0,2840.278130370052,1.021,"66 Kenmere Rd T, Medford, MA 02155",,,8,green
257,3.0,1.0,1000.0,2900.0,2840.278130370052,1.021,"66 Kenmere Rd , Medford, MA 02155",42.41719005,-71.08739,8,green
307,3.0,1.0,1000.0,2900.0,2840.278130370052,1.021,"66 Kenmere Rd A, Medford, MA 02155",,,8,green
100,5.0,2.0,1600.0,4900.0,4792.771961242196,1.022,"65 Conwell Ave , Somerville, MA 02144",42.408008800000005,-71.12766515,8,green
25,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace , Medford, MA 02155",42.41002335,-71.10747230000001,8,green
253,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace, Medford, MA 02155",42.41002335,-71.10747230000001,8,green
184,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace , Medford, MA 02155",42.41002335,-71.10747230000001,8,green
258,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace , Medford, MA 02155",42.41002335,-71.10747230000001,8,green
237,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace, Medford, MA 02155",42.41002335,-71.10747230000001,8,green
33,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace, Medford, MA 02155",42.41002335,-71.10747230000001,8,green
280,6.0,5.5,2215.0,6975.0,6810.692535601965,1.024,"5 Malvern Terrace, Medford, MA 02155",42.41002335,-71.10747230000001,8,green
142,4.0,3.5,2500.0,5200.0,5063.748997287226,1.026,"119 Burget Ave, Medford, MA 02155",42.40946036583219,-71.1176820460892,8,green
219,4.0,1.0,999.0,3600.0,3504.1606995060183,1.027,"10 Pinkham Rd , Medford, MA 02155",42.4143143,-71.12669505,8,green
66,3.0,1.0,1133.0,3000.0,2914.539801537478,1.029,"43 Orchard St, Medford, MA 02155",42.41398135,-71.12269475,8,green
282,4.0,4.5,2100.0,5300.0,5129.002543197503,1.033,"479 Fulton St , Medford, MA 02155",42.43560465,-71.0962194258446,8,green
182,4.0,4.5,2100.0,5300.0,5129.002543197503,1.033,"476 Fulton St, Medford, MA 02155",42.43545847758269,-71.0965652169319,8,green
35,4.0,4.5,2100.0,5300.0,5129.002543197503,1.033,"478 Fulton St , Medford, MA 02155",42.4356732,-71.09660538110892,8,green
283,4.0,4.5,2100.0,5300.0,5129.002543197503,1.033,"479 Fulton St , Medford, MA 02155",42.43560465,-71.0962194258446,8,green
252,4.0,4.5,2100.0,5300.0,5129.002543197503,1.033,"476 Fulton St, Medford, MA 02155",42.43545847758269,-71.0965652169319,8,green
302,5.0,4.0,1850.0,5700.0,5509.555404384537,1.034,"103 Magoun Ave , Medford, MA 02155",42.4155101131222,-71.09560875338653,8,green
287,6.0,6.0,2215.0,7200.0,6954.9909945231575,1.035,"43 Wright Ave , Medford, MA 02155",42.4059878,-71.10614837032128,8,green
86,3.0,1.0,1100.0,3000.0,2896.113973353079,1.035,"75 Gordon St , Somerville, MA 02144",42.4136155,-71.13015694783834,8,green
327,2.0,1.0,450.0,1950.0,1868.740066397604,1.043,"474 Broadway , Somerville, MA 02145",42.3967162,-71.10314235,8,green
321,5.0,2.0,1600.0,5000.0,4792.771961242196,1.043,"52 Woods Ave , Somerville, MA 02144",42.4121085,-71.12956014999999,8,green
281,4.0,4.5,2000.0,5300.0,5073.166700214475,1.044,"470 Fulton St, Medford, MA 02155",42.4353973,-71.09673679785854,8,green
190,3.0,2.5,1680.0,3850.0,3652.8572394182174,1.053,"97 Myrtle St, Medford, MA 02155",42.415315500000005,-71.08753659999999,8,green
320,5.0,2.0,1500.0,5000.0,4736.936118259169,1.055,"62 Woods Ave , Somerville, MA 02144",42.412245600000006,-71.12978678656316,8,green
187,4.0,2.0,2000.0,4600.0,4351.674405608509,1.057,"50 Hamilton St , Medford, MA 02155",42.4130691,-71.12867831713854,8,green
175,3.0,2.5,1905.0,4000.0,3778.487886130029,1.058,"12 Ship Ave, Medford, MA 02155",42.412673600000005,-71.0987418,8,green
30,5.0,2.0,2300.0,5500.0,5183.622862123388,1.061,"132 George St , Medford, MA 02155",42.41318125,-71.11770022337171,8,green
204,3.0,1.0,1314.0,3200.0,3015.6026773367576,1.061,"428 Main St , Medford, MA 02155",42.4033451,-71.1068391512818,8,green
300,6.0,6.0,2700.0,7700.0,7225.79483299084,1.065,"174 Fulton St, Medford, MA 02155",42.42700815,-71.10069881532138,7,yellow
80,3.0,2.0,1700.0,3750.0,3519.7259490936303,1.065,"132 Allston St , Medford, MA 02155",42.4239593,-71.12935652539474,7,yellow
345,3.0,1.0,1200.0,3150.0,2951.9498163361063,1.067,"115 Bartlett St, Somerville, MA 02145",42.39549875,-71.10046628767039,7,yellow
212,4.0,2.0,1719.0,4500.0,4194.775686826202,1.072,"118 Summer St , Medford, MA 02155",42.41553705,-71.11669516838828,7,yellow
225,2.0,1.5,1000.0,2500.0,2320.135661725448,1.077,"15 5th St , Medford, MA 02155",44.17459525981264,-93.24012269318038,7,yellow
306,4.0,1.0,1500.0,4100.0,3783.8982728509854,1.083,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
267,4.0,1.0,1500.0,4100.0,3783.8982728509854,1.083,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
277,4.0,1.0,1900.0,4350.0,4007.241644783095,1.085,"27 Princeton St, Medford, MA 02155",42.406104,-71.109744,7,yellow
27,2.0,2.0,1016.0,2700.0,2473.3678555239253,1.091,"65 Valley St F, Medford, MA 02155",,,7,yellow
317,4.0,2.0,2400.0,5000.0,4575.017777540619,1.092,"58 Bromfield Rd, Somerville, MA 02144",42.4032643,-71.1165044181372,7,yellow
111,3.0,1.0,1300.0,3300.0,3007.7856593191336,1.097,"254 Harvard St , Medford, MA 02155",42.40359425,-71.11117002759764,7,yellow
329,2.0,1.0,775.0,2250.0,2050.206556092443,1.097,"45 Moreland St , Somerville, MA 02145",42.3974397,-71.09727129999999,7,yellow
316,2.0,1.0,772.0,2250.0,2048.531480802952,1.098,"45 Moreland St, Somerville, MA 02145",42.3974397,-71.09727129999999,7,yellow
105,4.0,1.0,1900.0,4400.0,4007.241644783095,1.098,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
42,3.0,1.5,1200.0,3400.0,3096.2482752573,1.098,"34 Metcalf St , Medford, MA 02155",42.4154578410058,-71.11434911337288,7,yellow
197,4.0,1.0,1900.0,4400.0,4007.241644783095,1.098,"27 Princeton St, Medford, MA 02155",42.406104,-71.109744,7,yellow
143,5.0,3.0,2600.0,6200.0,5639.7273089148575,1.099,"39 Bonner Ave, Medford, MA 02155",42.4042209,-71.10557610000001,7,yellow
262,4.0,1.0,1800.0,4350.0,3951.405801800068,1.1,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
38,3.0,1.0,1277.0,3300.0,2994.943415433037,1.101,"254 Harvard St, Medford, MA 02155",42.40359425,-71.11117002759764,7,yellow
274,4.0,3.5,1930.0,5250.0,4745.48469228397,1.106,"217 Arlington St, Medford, MA 02155",42.4169505,-71.13235014183432,7,yellow
214,3.0,2.0,1542.0,3800.0,3431.5053171804466,1.107,"696 Fulton St, Medford, MA 02155",42.44058125,-71.09458833543556,7,yellow
335,4.0,1.0,1025.0,3900.0,3518.678018681605,1.108,"56 Gordon St , Somerville, MA 02144",42.4127986,-71.12952896363696,7,yellow
124,2.0,2.0,950.0,2700.0,2436.516199155127,1.108,"47 Orchard St , Medford, MA 02155",42.4141451,-71.12298448644859,7,yellow
189,3.0,2.0,1700.0,3900.0,3519.7259490936303,1.108,"132 Allston St, Medford, MA 02155",42.4239593,-71.12935652539474,7,yellow
108,5.0,2.0,1895.0,5500.0,4957.487698042127,1.109,"22 Harris Rd , Medford, MA 02155",42.4141615,-71.12770359999999,7,yellow
311,3.0,1.0,999.0,3150.0,2839.719771940221,1.109,"12 Pinkham Rd , Medford, MA 02155",42.414348625,-71.1267585,7,yellow
21,5.0,2.0,1895.0,5500.0,4957.487698042127,1.109,"22 Harris Rd, Medford, MA 02155",42.4141615,-71.12770359999999,7,yellow
363,4.0,1.0,1958.0,4500.0,4039.626433713251,1.113,"79 Glenwood Rd , Somerville, MA 02145",42.3948985,-71.10195512312823,7,yellow
240,4.0,1.0,1800.0,4400.0,3951.405801800068,1.113,"27 Princeton St, Medford, MA 02155",42.406104,-71.109744,7,yellow
192,4.0,1.0,1800.0,4400.0,3951.405801800068,1.113,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
232,4.0,1.0,1800.0,4400.0,3951.405801800068,1.113,"27 Princeton St , Medford, MA 02155",42.406104,-71.109744,7,yellow
218,4.0,1.0,1800.0,4400.0,3951.405801800068,1.113,"19 Princeton St , Medford, MA 02155",42.4062512,-71.1094724587243,7,yellow
16,4.0,2.0,1600.0,4600.0,4128.331033676399,1.114,"45 Pearl St , Medford, MA 02155",42.41124000623734,-71.1116799264908,7,yellow
1,3.0,1.5,1587.0,3700.0,3312.332987601616,1.117,"26 Quincy St, Malden, MA 02148",42.4168933,-71.08352695404324,7,yellow
131,3.0,1.0,1200.0,3300.0,2951.9498163361063,1.117,"254 Harvard St , Medford, MA 02155",42.40359425,-71.11117002759764,7,yellow
101,3.0,1.0,1200.0,3300.0,2951.9498163361063,1.117,"68 Kenmere Rd , Medford, MA 02155",42.41719005,-71.08739,6,yellow
276,3.0,2.0,600.0,3250.0,2905.5316762803286,1.118,"26 Bradlee Rd , Medford, MA 02155",42.41945435494936,-71.11043,6,yellow
144,6.0,4.0,3267.0,7800.0,6965.190227019833,1.119,"633 Boston Ave, Medford, MA 02155",42.4008089,-71.11257000223836,6,yellow
236,2.0,1.0,1100.0,2500.0,2231.673045787282,1.12,"26 Madison St, Medford, MA 02155",42.42372695,-71.13314611083723,6,yellow
88,3.0,2.5,2000.0,4300.0,3831.5319369639055,1.122,"1166 Fellsway , Malden, MA 02148",42.42119463606189,-71.08590295569736,6,yellow
52,3.0,1.0,1000.0,3200.0,2840.278130370052,1.126,"55 Frederick Ave , Medford, MA 02155",42.40944575,-71.1118075503733,6,yellow
74,3.0,1.0,1000.0,3200.0,2840.278130370052,1.126,"131 Yale St , Medford, MA 02155",42.40413125,-71.11310470423018,6,yellow
28,3.0,1.0,1150.0,3300.0,2924.031894844593,1.128,"63 Burnside St , Medford, MA 02155",42.41844495,-71.09101536811036,6,yellow
76,4.0,3.0,2562.0,5600.0,4954.06876101551,1.13,"1 Via Marino, Medford, MA 02155",42.430476,-71.10879945364434,6,yellow
191,2.0,2.0,1178.0,2900.0,2563.82192115643,1.131,"12 9th St , Medford, MA 02155",45.14017660113566,-90.32922253580035,6,yellow
319,2.0,1.0,900.0,2400.0,2120.001359821227,1.132,"45 Main St , Somerville, MA 02145",42.3962861,-71.09897143726083,6,yellow
127,6.0,1.5,2500.0,6600.0,5815.437016734047,1.134,"252 Harvard St, Medford, MA 02155",42.40371966666667,-71.11128233333334,6,yellow
3,2.0,1.0,1200.0,2600.0,2287.5088887703096,1.136,"724 Broadway , Somerville, MA 02144",42.40001215,-71.11312548119386,6,yellow
7,3.0,2.0,1300.0,3750.0,3296.38257716152,1.137,"417 Salem St , Medford, MA 02155",42.4223577,-71.09227442768925,6,yellow
51,4.0,1.0,1000.0,4000.0,3504.7190579358485,1.141,"55 Frederick Ave , Medford, MA 02155",42.40944575,-71.1118075503733,6,yellow
194,4.0,1.0,1460.0,4300.0,3761.5639356577744,1.143,"28 Hancock Ave A, Medford, MA 02155",,,6,yellow
48,4.0,1.0,1460.0,4300.0,3761.5639356577744,1.143,"28 Hancock St , Medford, MA 02155",42.4097084,-71.1082799,6,yellow
203,2.0,2.0,1193.0,2950.0,2572.197297603884,1.146,"22 9th St , Medford, MA 02155",45.14017660113566,-90.32922253580035,6,yellow
41,2.0,1.0,1000.0,2500.0,2175.8372028042545,1.148,"10 Wareham St , Medford, MA 02155",42.40405973476357,-71.10802733572598,6,yellow
349,2.0,1.0,1000.0,2500.0,2175.8372028042545,1.148,"27 High St  High Street, Somerville, MA 02144",42.4101144,-71.12954808096848,6,yellow
199,2.0,1.0,1000.0,2500.0,2175.8372028042545,1.148,"10 Wareham St , Medford, MA 02155",42.40405973476357,-71.10802733572598,6,yellow
224,2.0,1.0,1000.0,2500.0,2175.8372028042545,1.148,"15 5th St , Medford, MA 02155",44.17459525981264,-93.24012269318038,6,yellow
346,4.0,1.0,2800.0,5200.0,4509.764231630342,1.153,"64 Chetwynd Rd, Somerville, MA 02144",42.4087682,-71.12698895370714,6,yellow
63,2.0,2.0,1400.0,3100.0,2687.7774925787508,1.153,"30 Revere Beach Pkwy , Medford, MA 02155",42.405072,-71.07939361654944,6,yellow
216,3.0,1.0,1500.0,3600.0,3119.4573452851887,1.154,"21 Hillsdale Rd , Medford, MA 02155",42.4125765,-71.12417468163045,6,yellow
59,2.0,2.0,1078.0,2900.0,2507.9860781734023,1.156,"30 Revere Beach Pkwy , Medford, MA 02155",42.405072,-71.07939361654944,6,yellow
89,3.0,1.0,1100.0,3350.0,2896.113973353079,1.156,"115 Bartlett St , Somerville, MA 02145",42.39549875,-71.10046628767039,6,yellow
54,2.0,2.0,1229.0,3000.0,2592.298201077774,1.157,"3920 Mystic Valley Pkwy , Medford, MA 02155",42.40480368666233,-71.0854813626345,6,yellow
285,2.0,1.0,950.0,2500.0,2147.9192813127406,1.163,"153 4th St , Medford, MA 02155",45.13941343177795,-90.34113945294104,6,yellow
57,2.0,1.0,950.0,2500.0,2147.9192813127406,1.163,"306 Fellsway W , Medford, MA 02155",42.4250752,-71.09802639975369,6,yellow
310,2.0,1.0,950.0,2500.0,2147.9192813127406,1.163,"15 5th St , Medford, MA 02155",44.17459525981264,-93.24012269318038,6,yellow
209,2.0,2.0,1200.0,3000.0,2576.105806612696,1.164,"30 Revere Beach Pkwy , Medford, MA 02155",42.405072,-71.07939361654944,6,yellow
40,6.0,1.5,2216.0,6600.0,5656.8632226622485,1.166,"252 Harvard St, Medford, MA 02155",42.40371966666667,-71.11128233333334,6,yellow
56,3.0,2.5,2000.0,4475.0,3831.5319369639055,1.167,"54 Mystic St, Medford, MA 02155",42.42096685,-71.12648336981123,6,yellow
132,6.0,1.5,2200.0,6600.0,5647.929487784964,1.168,"254 Harvard St , Medford, MA 02155",42.40359425,-71.11117002759764,6,yellow
161,6.0,1.5,2200.0,6600.0,5647.929487784964,1.168,"252 Harvard St , Medford, MA 02155",42.40371966666667,-71.11128233333334,5,yellow
128,5.0,2.0,2200.0,6000.0,5127.787019140361,1.17,"22 Harris Rd , Medford, MA 02155",42.4141615,-71.12770359999999,5,yellow
