Bed_number,Bath_number,Square_foot,Price,Expected Price,Price Difference,Address
6.0,3.0,2483.0,4600.0,6238.840300190513,-1638.8403001905126,"94 Monument St, Medford, MA 02155"
4.0,2.0,2000.0,4600.0,4351.674405608509,248.325594391491,"50 Hamilton St Unit 2, Medford, MA 02155"
2.0,1.0,1160.0,2800.0,2265.1745515770986,534.8254484229014,"37 Willard Ave Unit 2, Medford, MA 02155"
3.0,2.0,1700.0,3900.0,3519.7259490936303,380.27405090636967,"132 Allston St, Medford, MA 02155"
3.0,2.5,1680.0,3850.0,3652.8572394182174,197.14276058178257,"97 Myrtle St, Medford, MA 02155"
2.0,2.0,1178.0,2900.0,2563.82192115643,336.1780788435699,"12 9th St Unit 202, Medford, MA 02155"
4.0,1.0,1800.0,4400.0,3951.405801800068,448.5941981999322,"27 Princeton St Unit 2, Medford, MA 02155"
3.0,3.0,2000.0,3975.0,3975.830395885099,-0.8303958850988238,"231 Spring St Unit 1A, Medford, MA 02155"
4.0,1.0,1460.0,4300.0,3761.5639356577744,538.4360643422256,"28 Hancock Ave Unit 2A, Medford, MA 02155"
4.0,1.0,2250.0,3400.0,4202.667095223691,-802.6670952236909,"17 Stoughton St Unit 2, Medford, MA 02155"
5.0,2.0,1500.0,4350.0,4736.936118259169,-386.93611825916923,"349 Salem St, Medford, MA 02155"
4.0,1.0,1900.0,4400.0,4007.241644783095,392.7583552169049,"27 Princeton St, Medford, MA 02155"
3.0,2.0,2000.0,4500.0,3687.2334780427127,812.7665219572873,"154 Lincoln Rd, Medford, MA 02155"
2.0,1.0,1000.0,2500.0,2175.8372028042545,324.1627971957455,"10 Wareham St Unit 2, Medford, MA 02155"
2.0,2.0,875.0,3000.0,2394.6393169178564,605.3606830821436,"26 Bradlee Rd, Medford, MA 02155"
2.0,1.0,950.0,2600.0,2147.9192813127406,452.0807186872594,"16 Emerald St Unit 1, Medford, MA 02155"
2.0,2.5,1680.0,4150.0,2988.416311852421,1161.5836881475789,"107 Myrtle St, Medford, MA 02155"
2.0,2.0,1193.0,2950.0,2572.197297603884,377.8027023961158,"22 9th St Unit 705, Medford, MA 02155"
3.0,1.0,1314.0,3200.0,3015.6026773367576,184.39732266324245,"428 Main St Unit 1, Medford, MA 02155"
6.0,5.0,2800.0,7000.0,6993.033758131482,6.966241868518409,"18 3rd St, Medford, MA 02155"
4.0,2.5,1850.0,4200.0,4412.219100055161,-212.2191000551611,"4 4th St Unit A, Medford, MA 02155"
2.0,2.0,875.0,3200.0,2394.6393169178564,805.3606830821436,"26 Bradlee Rd, Medford, MA 02155"
6.0,2.0,3599.0,7875.0,6573.371390038712,1301.628609961288,"14 Windsor Rd Unit 1, Medford, MA 02155"
2.0,2.0,1200.0,3000.0,2576.105806612696,423.89419338730386,"30 Revere Beach Pkwy Unit 616, Medford, MA 02155"
2.0,2.0,1150.0,3850.0,2548.1878851211823,1301.8121148788177,"235 Winthrop St Unit 3307, Medford, MA 02155"
6.0,2.0,2500.0,8000.0,5959.73547565524,2040.2645243447596,"53 Bristol Rd, Medford, MA 02155"
4.0,2.0,1719.0,4500.0,4194.775686826202,305.2243131737978,"118 Summer St Unit 2, Medford, MA 02155"
6.0,2.0,1875.0,8000.0,5610.761457011319,2389.238542988681,"53 Bristol Rd Unit 2, Medford, MA 02155"
3.0,2.0,1542.0,3800.0,3431.5053171804466,368.4946828195534,"696 Fulton St, Medford, MA 02155"
2.0,1.0,1000.0,2700.0,2175.8372028042545,524.1627971957455,"157 Spring St Unit 1, Medford, MA 02155"
3.0,1.0,1500.0,3600.0,3119.4573452851887,480.5426547148113,"21 Hillsdale Rd Unit 2, Medford, MA 02155"
3.0,1.0,1200.0,3900.0,2951.9498163361063,948.0501836638937,"58 Stanley Ave Unit 2, Medford, MA 02155"
4.0,1.0,1800.0,4400.0,3951.405801800068,448.5941981999322,"19 Princeton St Unit 2, Medford, MA 02155"
4.0,1.0,999.0,3600.0,3504.1606995060183,95.83930049398168,"10 Pinkham Rd Unit 2, Medford, MA 02155"
5.0,5.5,999.0,6800.0,5467.287757362554,1332.7122426374463,"62 Bradbury Ave Unit 1, Medford, MA 02155"
5.0,2.0,1600.0,4595.0,4792.771961242196,-197.77196124219608,"88 Winchester St Unit 2, Medford, MA 02155"
5.0,2.0,1895.0,6000.0,4957.487698042127,1042.5123019578732,"22 Harris Rd Unit 2, Medford, MA 02155"
2.0,1.0,1100.0,3000.0,2231.673045787282,768.3269542127182,"246 Harvard St Unit 2, Medford, MA 02155"
2.0,1.0,1000.0,2500.0,2175.8372028042545,324.1627971957455,"15 5th St Unit 3, Medford, MA 02155"
2.0,1.5,1000.0,2500.0,2320.135661725448,179.8643382745522,"15 5th St Unit 3, Medford, MA 02155"
2.0,2.0,700.0,2800.0,2296.9265916975587,503.0734083024413,"26 Bradlee Rd, Medford, MA 02155"
4.0,1.0,1300.0,4600.0,3672.226586884931,927.7734131150692,"82 Quincy St Unit 2, Medford, MA 02155"
3.0,1.0,950.0,4200.0,2812.360208878538,1387.6397911214622,"119 Burget Ave Unit 2, Medford, MA 02155"
4.0,1.5,1300.0,4600.0,3816.525045806124,783.4749541938759,"82 Quincy St Unit 2, Medford, MA 02155"
5.0,2.0,1800.0,6500.0,4904.443647208251,1595.5563527917493,"136 Burget Ave Unit 2, Medford, MA 02155"
2.0,2.0,1270.0,3700.0,2615.190896700815,1084.8091032991852,"100 Station Landing Unit Skyline unit 902, Medford, MA 02155"
4.0,1.0,1800.0,4400.0,3951.405801800068,448.5941981999322,"27 Princeton St Unit 2, Medford, MA 02155"
2.0,2.0,750.0,2795.0,2324.844513189072,470.15548681092787,"96-1 Bristol Rd Unit 1, Medford, MA 02155"
2.0,1.0,916.0,3400.0,2128.9350946985114,1271.0649053014886,"430 Main St Unit 3, Medford, MA 02155"
3.0,1.0,1133.0,2700.0,2914.539801537478,-214.53980153747807,"47 Orchard St Unit 3, Medford, MA 02155"
2.0,1.0,1100.0,2500.0,2231.673045787282,268.3269542127182,"26 Madison St, Medford, MA 02155"
6.0,5.5,2215.0,6975.0,6810.692535601965,164.30746439803534,"5 Malvern Terrace, Medford, MA 02155"
3.0,2.0,1485.0,4000.0,3399.6788866801207,600.3211133198793,"65 Quincy St Unit 2, Medford, MA 02155"
1.0,1.0,680.0,2100.0,1332.72157769277,767.2784223072299,"34 Capen St Unit 1, Medford, MA 02155"
4.0,1.0,1800.0,4400.0,3951.405801800068,448.5941981999322,"27 Princeton St, Medford, MA 02155"
5.0,2.0,2200.0,4345.0,5127.787019140361,-782.7870191403608,"227 Boston Ave, Medford, MA 02155"
5.0,2.0,1999.0,4300.0,5015.556974744475,-715.5569747444752,"217 Boston Ave Unit 2, Medford, MA 02155"
3.0,2.0,1000.0,3000.0,3128.875048212438,-128.87504821243783,"98 Edward St Unit F, Medford, MA 02155"
2.0,1.0,1000.0,2900.0,2175.8372028042545,724.1627971957455,"30 Holton St Unit 1, Medford, MA 02155"
2.0,1.0,1100.0,2700.0,2231.673045787282,468.3269542127182,"9 Willard Ave Unit 1, Medford, MA 02155"
4.0,3.0,2000.0,4100.0,4640.271323450896,-540.2713234508956,"231 Spring St Unit 1, Medford, MA 02155"
4.0,2.0,2500.0,6000.0,4630.853620523646,1369.146379476354,"39 Bonner Ave Unit 2, Medford, MA 02155"
3.0,1.0,950.0,4200.0,2812.360208878538,1387.6397911214622,"119 Burget Ave Unit 2, Medford, MA 02155"
3.0,1.0,1000.0,4050.0,2840.2781303700517,1209.7218696299483,"62 Frederick Ave Unit 1, Medford, MA 02155"
2.0,1.0,1000.0,2800.0,2175.8372028042545,624.1627971957455,"30 Holton St Unit 2, Medford, MA 02155"
5.0,5.5,2100.0,7995.0,6082.040388605686,1912.9596113943144,"70 Stanley Ave, Medford, MA 02155"
4.0,4.5,2100.0,5300.0,5129.002543197503,170.99745680249725,"476 Fulton St, Medford, MA 02155"
6.0,5.5,2215.0,6975.0,6810.692535601965,164.30746439803534,"5 Malvern Terrace, Medford, MA 02155"
2.0,1.0,750.0,3400.0,2036.247595346686,1363.752404653314,"430 Main St Unit 3, Medford, MA 02155"
4.0,2.0,2000.0,5200.0,4351.674405608509,848.325594391491,"7 Bonner Ave Unit 2, Medford, MA 02155"
2.0,1.0,900.0,2750.0,2120.001359821227,629.9986401787728,"50 Hamilton St Unit 1, Medford, MA 02155"
3.0,1.0,1000.0,2900.0,2840.2781303700517,59.72186962994829,"66 Kenmere Rd Unit 1, Medford, MA 02155"
6.0,5.5,2215.0,6975.0,6810.692535601965,164.30746439803534,"5 Malvern Terrace Unit 5, Medford, MA 02155"
2.0,1.0,730.0,2600.0,2025.0804267500803,574.9195732499197,"9 Circuit St Unit 1, Medford, MA 02155"
2.0,1.0,1000.0,2800.0,2175.8372028042545,624.1627971957455,"190 Harvard St Unit 1, Medford, MA 02155"
2.0,1.0,1100.0,3000.0,2231.673045787282,768.3269542127182,"246 Harvard St Unit 2, Medford, MA 02155"
4.0,1.0,1800.0,4350.0,3951.405801800068,398.5941981999322,"27 Princeton St Unit 2, Medford, MA 02155"
4.0,4.5,2100.0,5300.0,5129.002543197503,170.99745680249725,"477 Fulton St Unit T, Medford, MA 02155"
2.0,2.0,1226.0,3300.0,2590.623125788283,709.3768742117172,"3920 Mystic Valley Pkwy Unit 1, Medford, MA 02155"
6.0,2.0,2700.0,8100.0,6071.407161621295,2028.592838378705,"60 Frederick Ave, Medford, MA 02155"
2.0,1.0,1100.0,3200.0,2231.673045787282,968.3269542127182,"22 Stanley Ave Unit 1, Medford, MA 02155"
4.0,1.0,1500.0,4100.0,3783.8982728509854,316.10172714901455,"27 Princeton St Unit 1, Medford, MA 02155"
4.0,1.0,1360.0,3695.0,3705.728092674747,-10.728092674747131,"32 Touro Ave Unit 1, Medford, MA 02155"
4.0,3.0,2100.0,4175.0,4696.107166433923,-521.1071664339233,"40 Alexander Ave Unit 2, Medford, MA 02155"
2.0,1.0,1000.0,2800.0,2175.8372028042545,624.1627971957455,"30 Holton St Unit 1, Medford, MA 02155"
4.0,4.5,2000.0,5300.0,5073.166700214475,226.833299785525,"450 Fulton St Unit T, Medford, MA 02155"
4.0,4.5,2000.0,5300.0,5073.166700214475,226.833299785525,"450 Fulton St Unit A, Medford, MA 02155"
2.0,1.0,900.0,2950.0,2120.001359821227,829.9986401787728,"66 Morton Ave Unit 1, Medford, MA 02155"
4.0,3.5,1930.0,5250.0,4745.48469228397,504.5153077160303,"217 Arlington St, Medford, MA 02155"
5.0,2.0,2500.0,5100.0,5295.294548089443,-195.2945480894432,"270 Harvard St Unit 2, Medford, MA 02155"
3.0,2.0,600.0,3250.0,2905.5316762803286,344.4683237196714,"26 Bradlee Rd Unit 3, Medford, MA 02155"
4.0,1.0,1900.0,4350.0,4007.241644783095,342.7583552169049,"27 Princeton St, Medford, MA 02155"
3.0,1.0,1200.0,3900.0,2951.9498163361063,948.0501836638937,"59 Quincy St, Medford, MA 02155"
3.0,1.0,950.0,4200.0,2812.360208878538,1387.6397911214622,"119 Burget Ave Unit 2, Medford, MA 02155"
6.0,5.5,2215.0,6975.0,6810.692535601965,164.30746439803534,"5 Malvern Terrace, Medford, MA 02155"
4.0,4.5,2000.0,5300.0,5073.166700214475,226.833299785525,"470 Fulton St, Medford, MA 02155"
4.0,4.5,2100.0,5300.0,5129.002543197503,170.99745680249725,"479 Fulton St Unit 1, Medford, MA 02155"
4.0,4.5,2100.0,5300.0,5129.002543197503,170.99745680249725,"479 Fulton St Unit 1, Medford, MA 02155"
2.0,1.0,1000.0,2750.0,2175.8372028042545,574.1627971957455,"11 5th St Unit 3, Medford, MA 02155"
2.0,1.0,950.0,2500.0,2147.9192813127406,352.0807186872594,"153 4th St Unit 153, Medford, MA 02155"
2.0,1.0,1000.0,2750.0,2175.8372028042545,574.1627971957455,"11 5th St Unit 3, Medford, MA 02155"
6.0,6.0,2215.0,7200.0,6954.9909945231575,245.0090054768425,"43 Wright Ave Unit 1, Medford, MA 02155"
2.0,1.0,900.0,2750.0,2120.001359821227,629.9986401787728,"11 5th St Unit 3, Medford, MA 02155"
2.0,1.5,1050.0,3000.0,2348.0535832169617,651.9464167830383,"29 Capen St Unit 2, Medford, MA 02155"
4.0,1.0,1200.0,4600.0,3616.390743901903,983.6092560980969,"82 Quincy St Unit 2, Medford, MA 02155"
2.0,1.0,900.0,2700.0,2120.001359821227,579.9986401787728,"43 Orchard St, Medford, MA 02155"
6.0,1.5,2200.0,7000.0,5647.929487784964,1352.0705122150357,"252 Harvard St Unit 252, Medford, MA 02155"
5.0,2.0,1536.0,6500.0,4757.037021733058,1742.9629782669417,"136 Burget Ave Unit 136, Medford, MA 02155"
2.0,1.0,900.0,3000.0,2120.001359821227,879.9986401787728,"19 Berwick Rd Unit 1, Medford, MA 02155"
2.0,1.0,900.0,3000.0,2120.001359821227,879.9986401787728,"19 Berwick Rd Unit 1, Medford, MA 02155"
4.0,1.0,1600.0,4900.0,3839.7341158340128,1060.2658841659872,"77 Pearson Rd, Somerville, MA 02144"
2.0,1.0,900.0,2950.0,2120.001359821227,829.9986401787728,"66 Morton Ave Unit 1, Medford, MA 02155"
5.0,2.0,1800.0,4495.0,4904.443647208251,-409.4436472082507,"207 Boston Ave Unit A, Medford, MA 02155"
4.0,1.0,1000.0,3425.0,3504.7190579358485,-79.71905793584847,"227 Boston Ave Unit 1, Medford, MA 02155"
6.0,6.0,2700.0,7700.0,7225.79483299084,474.2051670091596,"174 Fulton St, Medford, MA 02155"
5.0,3.0,2500.0,5700.0,5583.89146593183,116.10853406817023,"11 Winter Hill Rd, Medford, MA 02155"
5.0,4.0,1850.0,5700.0,5509.555404384537,190.4445956154632,"103 Magoun Ave Unit 1, Medford, MA 02155"
6.0,6.5,3000.0,8900.0,7537.6008208611165,1362.3991791388835,"77 Winchester St, Medford, MA 02155"
4.0,1.0,1400.0,4800.0,3728.062429867958,1071.9375701320419,"351 Boston Ave Unit 351, Medford, MA 02155"
4.0,2.0,2500.0,7000.0,4630.853620523646,2369.146379476354,"39 Bonner Ave Unit 2, Medford, MA 02155"
4.0,1.0,1500.0,4100.0,3783.8982728509854,316.10172714901455,"27 Princeton St Unit 1, Medford, MA 02155"
3.0,1.0,1000.0,2900.0,2840.2781303700517,59.72186962994829,"66 Kenmere Rd Unit 2A, Medford, MA 02155"
3.0,1.0,1000.0,2900.0,2840.2781303700517,59.72186962994829,"66 Kenmere Rd Unit 2T, Medford, MA 02155"
2.0,1.0,1000.0,3400.0,2175.8372028042545,1224.1627971957455,"430 Main St Unit 3, Medford, MA 02155"
2.0,1.0,950.0,2500.0,2147.9192813127406,352.0807186872594,"15 5th St Unit 3, Medford, MA 02155"
3.0,1.0,999.0,3150.0,2839.719771940221,310.2802280597789,"12 Pinkham Rd Unit 1, Medford, MA 02155"
2.0,2.0,999.0,3200.0,2463.8757622168105,736.1242377831895,"26 Bradlee Rd, Medford, MA 02155"
4.0,1.0,1494.0,5200.0,3780.5481222720036,1419.4518777279964,"12 Upland Rd, Somerville, MA 02144"
5.0,2.0,1855.0,7800.0,4935.153360848916,2864.8466391510838,"15 Upland Rd, Somerville, MA 02144"
4.0,3.0,1494.0,4000.0,4357.741957956777,-357.7419579567768,"512 Medford St, Somerville, MA 02145"
2.0,1.0,772.0,2250.0,2048.531480802952,201.46851919704795,"45 Moreland St, Somerville, MA 02145"
4.0,2.0,2400.0,5000.0,4575.017777540619,424.98222245938086,"58 Bromfield Rd, Somerville, MA 02144"
4.0,1.0,1494.0,4800.0,3780.5481222720036,1019.4518777279964,"64 Chetwynd Rd, Somerville, MA 02144"
2.0,1.0,900.0,2400.0,2120.001359821227,279.9986401787728,"45 Main St Unit 3, Somerville, MA 02145"
5.0,2.0,1500.0,5000.0,4736.936118259169,263.06388174083077,"62 Woods Ave Unit 2, Somerville, MA 02144"
5.0,2.0,1600.0,5000.0,4792.771961242196,207.22803875780392,"52 Woods Ave Unit 2, Somerville, MA 02144"
1.0,2.0,1500.0,5200.0,2079.1724079959813,3120.8275920040187,"179 College Ave Unit 1, Somerville, MA 02144"
3.0,3.0,1150.0,3250.0,3501.2257305293656,-251.2257305293656,"512 Medford St Unit 2, Somerville, MA 02145"
5.0,2.0,1900.0,7800.0,4960.2794901912785,2839.7205098087215,"15 Upland Rd Unit 2, Somerville, MA 02144"
1.0,1.0,650.0,2400.0,1315.9708247978615,1084.0291752021385,"454 Broadway Unit 3, Somerville, MA 02145"
3.0,1.0,1235.0,2995.0,2971.492361380166,23.50763861983387,"585 Broadway Unit 2, Somerville, MA 02145"
2.0,1.0,450.0,1950.0,1868.7400663976036,81.25993360239636,"474 Broadway Unit 37, Somerville, MA 02145"
4.0,1.5,1800.0,3800.0,4095.704260721261,-295.7042607212611,"34 Bay State Ave, Somerville, MA 02144"
2.0,1.0,775.0,2250.0,2050.206556092443,199.79344390755705,"45 Moreland St Unit 1, Somerville, MA 02145"
2.0,1.0,800.0,2500.0,2064.1655168381994,435.83448316180056,"45 Main St Unit 3, Somerville, MA 02145"
4.0,1.0,1000.0,6000.0,3504.7190579358485,2495.2809420641515,"29 Bromfield Rd Unit 2, Somerville, MA 02144"
4.0,2.0,1200.0,4900.0,3904.9876617442897,995.0123382557103,"205 College Ave Unit 2, Somerville, MA 02144"
3.0,3.0,1100.0,3300.0,3473.3078090378517,-173.3078090378517,"512 Medford St Unit 2, Somerville, MA 02145"
2.0,2.0,2000.0,3045.0,3022.7925504769155,22.207449523084506,"359 Lowell St Unit 1, Somerville, MA 02145"
4.0,1.0,1025.0,3900.0,3518.678018681605,381.32198131839505,"56 Gordon St Unit 2, Somerville, MA 02144"
3.0,1.0,1200.0,3600.0,2951.9498163361063,648.0501836638937,"49 Conwell Ave Unit 2, Somerville, MA 02144"
4.0,2.0,1494.0,5200.0,4069.14504011439,1130.8549598856098,"179 College Ave Unit 1, Somerville, MA 02144"
2.0,1.0,850.0,3200.0,2092.0834383297133,1107.9165616702867,"114 Rogers Ave Unit 3, Somerville, MA 02144"
1.0,1.0,600.0,2300.0,1288.052903306348,1011.9470966936519,"78 Decatur St Unit 3, Arlington, MA 02474"
3.0,1.0,1235.0,2995.0,2971.492361380166,23.50763861983387,"585 Broadway Unit 2, Somerville, MA 02145"
2.0,1.0,1400.0,3400.0,2399.180574736364,1000.8194252636358,"6 Hinckley St, Somerville, MA 02145"
6.0,3.0,4000.0,11200.0,7085.870038243039,4114.129961756961,"741 Broadway, Somerville, MA 02144"
1.0,1.0,375.0,1850.0,1162.422256594536,687.5777434054639,"22 Saint Mary St, Malden, MA 02148"
1.0,1.0,375.0,1800.0,1162.422256594536,637.5777434054639,"22 Saint Mary St, Malden, MA 02148"
3.0,1.0,1200.0,3150.0,2951.9498163361063,198.05018366389368,"115 Bartlett St, Somerville, MA 02145"
4.0,1.0,2800.0,5200.0,4509.764231630342,690.2357683696582,"64 Chetwynd Rd, Somerville, MA 02144"
6.0,2.0,3000.0,11700.0,6238.914690570377,5461.085309429623,"50 Curtis Ave, Somerville, MA 02144"
3.0,1.0,1235.0,2995.0,2971.492361380166,23.50763861983387,"585 Broadway Unit 2M, Somerville, MA 02145"
2.0,1.0,1000.0,2500.0,2175.8372028042545,324.1627971957455,"27 High St Unit 27 High Street, Somerville, MA 02144"
2.0,1.0,1000.0,3100.0,2175.8372028042545,924.1627971957455,"482 Broadway, Somerville, MA 02145"
2.0,1.0,1200.0,3500.0,2287.5088887703096,1212.4911112296904,"741 Broadway Unit 2, Somerville, MA 02144"
3.0,1.0,1235.0,2995.0,2971.492361380166,23.50763861983387,"585 Broadway Unit 3-bed SOMER, Somerville, MA 02145"
6.0,1.5,2000.0,7000.0,5536.25780181891,1463.7421981810903,"4 High St, Somerville, MA 02144"
3.0,1.0,1000.0,3750.0,2840.2781303700517,909.7218696299483,"2 High St, Somerville, MA 02144"
5.0,1.0,1800.0,6500.0,4615.846729365864,1884.1532706341359,"24 Chetwynd Rd, Somerville, MA 02144"
4.0,1.0,1800.0,3800.0,3951.405801800068,-151.40580180006782,"34 Bay State Ave, Somerville, MA 02144"
6.0,3.0,2000.0,11200.0,5969.15317858249,5230.84682141751,"741 Broadway, Somerville, MA 02144"
6.0,2.0,2400.0,7350.0,5903.899632672213,1446.1003673277874,"268 Willow Ave Unit 7-bed, Somerville, MA 02144"
4.0,1.0,1350.0,4800.0,3700.1445083764443,1099.8554916235557,"24 Dearborn Rd Unit 4-bed 1-bath #1, Somerville, MA 02144"
1.0,1.0,750.0,2650.0,1371.8066677808893,1278.1933322191107,"25 Moreland St Unit 3, Somerville, MA 02145"
3.0,1.0,940.0,3300.0,2806.776624580235,493.22337541976503,"114 Rogers Ave Unit 2, Somerville, MA 02144"
2.0,2.0,975.0,3800.0,2450.475159900884,1349.5248400991159,"122 Highland Rd Unit 124-104, Somerville, MA 02144"
4.0,1.0,1958.0,4500.0,4039.626433713251,460.3735662867489,"79 Glenwood Rd Unit 2, Somerville, MA 02145"
2.0,1.0,999.0,3000.0,2175.2788443744244,824.7211556255756,"121 Highland Rd Unit 1, Somerville, MA 02144"
4.0,2.0,1494.0,5200.0,4069.14504011439,1130.8549598856098,"179 College Ave Unit 1, Somerville, MA 02144"
2.0,1.0,500.0,2750.0,1896.6579878891175,853.3420121108825,"77 Fairfax St Unit 1, Somerville, MA 02144"
4.0,1.0,1600.0,4800.0,3839.7341158340128,960.2658841659872,"29 Bromfield Rd Unit 2, Somerville, MA 02144"
2.0,1.0,950.0,3400.0,2147.9192813127406,1252.0807186872594,"114 Rogers Ave Unit 1, Somerville, MA 02144"
4.0,1.0,1500.0,4800.0,3783.8982728509854,1016.1017271490146,"24-1 Dearborn Rd Unit 1, Somerville, MA 02144"
1.0,1.0,650.0,2300.0,1315.9708247978615,984.0291752021385,"118 Decatur St Unit 9, Arlington, MA 02474"
2.0,1.0,974.0,3400.0,2161.3198836286674,1238.6801163713326,"114 Rogers Ave Unit 1, Somerville, MA 02144"
